행정구역,2011년07월_계_총인구수,2011년07월_계_연령구간인구수,2011년07월_계_0~9세,2011년07월_계_10~19세,2011년07월_계_20~29세,2011년07월_계_30~39세,2011년07월_계_40~49세,2011년07월_계_50~59세,2011년07월_계_60~69세,2011년07월_계_70~79세,2011년07월_계_80~89세,2011년07월_계_90~99세,2011년07월_계_100세 이상,2011년07월_남_총인구수,2011년07월_남_연령구간인구수,2011년07월_남_0~9세,2011년07월_남_10~19세,2011년07월_남_20~29세,2011년07월_남_30~39세,2011년07월_남_40~49세,2011년07월_남_50~59세,2011년07월_남_60~69세,2011년07월_남_70~79세,2011년07월_남_80~89세,2011년07월_남_90~99세,2011년07월_남_100세 이상,2011년07월_여_총인구수,2011년07월_여_연령구간인구수,2011년07월_여_0~9세,2011년07월_여_10~19세,2011년07월_여_20~29세,2011년07월_여_30~39세,2011년07월_여_40~49세,2011년07월_여_50~59세,2011년07월_여_60~69세,2011년07월_여_70~79세,2011년07월_여_80~89세,2011년07월_여_90~99세,2011년07월_여_100세 이상
인천광역시 계양구 계산2동(2824561200),19707,19707,1373,2682,3249,3005,3814,3308,1255,736,259,22,4,9962,9962,705,1424,1702,1571,1880,1735,622,254,63,5,1,9745,9745,668,1258,1547,1434,1934,1573,633,482,196,17,3
인천광역시 계양구 계산3동(2824561300),24528,24528,2117,4038,4077,3819,5066,3544,977,646,211,29,4,12017,12017,1072,2091,2024,1835,2328,1893,486,214,69,5,0,12511,12511,1045,1947,2053,1984,2738,1651,491,432,142,24,4
인천광역시 계양구 계산4동(2824561400),23619,23619,1639,4765,3744,2805,5801,3273,761,566,235,29,1,11940,11940,889,2506,1871,1349,2755,1927,369,200,69,5,0,11679,11679,750,2259,1873,1456,3046,1346,392,366,166,24,1
인천광역시 계양구 작전1동(2824562100),33721,33721,3277,5540,4979,5421,6830,4763,1555,986,332,34,4,16724,16724,1632,2892,2461,2713,3264,2518,795,352,89,7,1,16997,16997,1645,2648,2518,2708,3566,2245,760,634,243,27,3
인천광역시 계양구 작전2동(2824562200),29388,29388,2232,3802,5014,4589,5442,4840,1990,1086,351,37,5,14858,14858,1148,1969,2598,2500,2649,2456,979,449,101,9,0,14530,14530,1084,1833,2416,2089,2793,2384,1011,637,250,28,5
인천광역시 계양구 작전서운동(2824564000),36480,36480,4235,6251,4555,6520,8015,4120,1467,939,340,35,3,18229,18229,2152,3253,2303,3115,4020,2280,678,332,89,5,2,18251,18251,2083,2998,2252,3405,3995,1840,789,607,251,30,1
인천광역시 계양구 계양1동(2824571000),40913,40913,5721,5002,5160,9023,6921,4875,2315,1418,424,51,3,20567,20567,2932,2541,2559,4618,3577,2479,1134,589,125,12,1,20346,20346,2789,2461,2601,4405,3344,2396,1181,829,299,39,2
인천광역시 계양구 계양2동(2824572000),42380,42380,4113,6806,5700,7332,8795,5390,2206,1509,467,57,5,21148,21148,2080,3601,2831,3693,4393,2852,987,562,136,13,0,21232,21232,2033,3205,2869,3639,4402,2538,1219,947,331,44,5
인천광역시 서구 (2826000000),420939,420939,46938,63959,54303,74027,83505,55957,24022,13207,4405,581,35,213798,213798,24157,33301,28112,37102,42990,29653,11952,5200,1174,148,9,207141,207141,22781,30658,26191,36925,40515,26304,12070,8007,3231,433,26
인천광역시 서구 검암경서동(2826051500),33040,33040,4360,4943,4364,6843,6396,3517,1519,750,304,43,1,16884,16884,2235,2621,2222,3465,3330,1878,751,296,74,12,0,16156,16156,2125,2322,2142,3378,3066,1639,768,454,230,31,1
인천광역시 서구 연희동(2826053000),47189,47189,4621,7938,6152,7561,10379,6259,2440,1338,439,59,3,24412,24412,2400,4220,3289,3864,5311,3427,1206,550,127,18,0,22777,22777,2221,3718,2863,3697,5068,2832,1234,788,312,41,3
인천광역시 서구 청라동(2826053500),12124,12124,2135,1805,1280,2869,2317,1098,350,209,52,9,0,6049,6049,1093,920,633,1335,1224,592,160,75,14,3,0,6075,6075,1042,885,647,1534,1093,506,190,134,38,6,0
인천광역시 서구 가정1동(2826054200),11545,11545,695,1526,1760,1575,2335,2017,907,531,177,19,3,5871,5871,347,764,918,889,1207,1068,448,185,40,5,0,5674,5674,348,762,842,686,1128,949,459,346,137,14,3
인천광역시 서구 가정2동(2826054300),9086,9086,769,1526,1286,1269,2073,1340,433,274,100,10,6,4680,4680,389,820,651,671,1053,747,224,96,23,3,3,4406,4406,380,706,635,598,1020,593,209,178,77,7,3
인천광역시 서구 가정3동(2826054400),12636,12636,1004,2166,1950,1693,2753,1880,651,398,126,15,0,6359,6359,520,1105,1040,866,1301,1035,302,150,33,7,0,6277,6277,484,1061,910,827,1452,845,349,248,93,8,0
인천광역시 서구 석남1동(2826055000),25157,25157,1948,3382,3926,3812,4778,4185,1821,927,330,48,0,12977,12977,1026,1760,2116,2085,2452,2202,921,316,86,13,0,12180,12180,922,1622,1810,1727,2326,1983,900,611,244,35,0
인천광역시 서구 석남2동(2826056000),17516,17516,1374,2102,2652,2843,3136,3066,1424,670,208,40,1,9157,9157,723,1140,1397,1593,1636,1561,753,292,56,6,0,8359,8359,651,962,1255,1250,1500,1505,671,378,152,34,1
인천광역시 서구 석남3동(2826056100),18483,18483,1509,2934,2650,2802,3774,2746,1135,675,226,29,3,9288,9288,755,1459,1383,1464,1914,1427,573,243,59,11,0,9195,9195,754,1475,1267,1338,1860,1319,562,432,167,18,3
인천광역시 서구 신현원창동(2826057500),29112,29112,2632,4546,4305,4334,5756,4672,1730,803,294,38,2,14782,14782,1358,2338,2275,2210,2857,2419,923,316,79,7,0,14330,14330,1274,2208,2030,2124,2899,2253,807,487,215,31,2
인천광역시 서구 가좌1동(2826058000),14228,14228,1044,1888,2089,2289,2781,2294,1052,590,184,14,3,7548,7548,510,1013,1144,1301,1502,1244,517,252,59,3,3,6680,6680,534,875,945,988,1279,1050,535,338,125,11,0
인천광역시 서구 가좌2동(2826059000),23960,23960,2294,3743,3488,3771,4575,3640,1303,765,347,33,1,11778,11778,1182,1896,1787,1831,2170,1896,639,279,91,7,0,12182,12182,1112,1847,1701,1940,2405,1744,664,486,256,26,1
인천광역시 서구 가좌3동(2826060000),21030,21030,1534,3031,3287,3005,3970,3574,1518,821,258,29,3,10702,10702,804,1595,1711,1599,1952,1841,802,320,72,6,0,10328,10328,730,1436,1576,1406,2018,1733,716,501,186,23,3
인천광역시 서구 가좌4동(2826061000),12894,12894,875,1951,1943,1802,2536,2164,923,498,178,21,3,6543,6543,476,993,975,915,1300,1154,468,208,48,6,0,6351,6351,399,958,968,887,1236,1010,455,290,130,15,3
인천광역시 서구 검단1동(2826063000),46930,46930,6248,6854,5476,9007,9116,5720,2518,1454,467,68,2,23818,23818,3192,3529,2798,4458,4784,3097,1254,582,112,11,1,23112,23112,3056,3325,2678,4549,4332,2623,1264,872,355,57,1
인천광역시 서구 검단2동(2826064000),23941,23941,3574,3809,2014,4862,4743,2336,1407,916,244,35,1,12096,12096,1854,2011,1034,2249,2550,1246,674,393,73,11,1,11845,11845,1720,1798,980,2613,2193,1090,733,523,171,24,0
인천광역시 서구 검단3동(2826065000),23963,23963,4703,3147,1857,6288,4253,1750,1190,608,140,26,1,11999,11999,2430,1659,831,2960,2390,883,529,266,44,6,1,11964,11964,2273,1488,1026,3328,1863,867,661,342,96,20,0
인천광역시 서구 검단4동(2826066000),38105,38105,5619,6668,3824,7402,7834,3699,1701,980,331,45,2,18855,18855,2863,3458,1908,3347,4057,1936,808,381,84,13,0,19250,19250,2756,3210,1916,4055,3777,1763,893,599,247,32,2
인천광역시 강화군 (2871000000),66886,66886,3942,6626,6543,6800,9541,12106,9941,8076,2902,390,19,33454,33454,1995,3527,3734,3695,5043,6013,4780,3619,946,100,2,33432,33432,1947,3099,2809,3105,4498,6093,5161,4457,1956,290,17
인천광역시 강화군 강화읍(2871025000),22560,22560,1730,2989,2536,2834,3678,3703,2542,1834,626,83,5,11116,11116,853,1599,1403,1421,1885,1796,1171,756,203,28,1,11444,11444,877,1390,1133,1413,1793,1907,1371,1078,423,55,4
인천광역시 강화군 선원면(2871031000),7326,7326,657,942,692,989,1176,1153,776,683,225,31,2,3656,3656,330,505,372,497,615,594,354,314,71,4,0,3670,3670,327,437,320,492,561,559,422,369,154,27,2
인천광역시 강화군 불은면(2871032000),4386,4386,194,336,429,369,550,938,717,600,223,29,1,2236,2236,96,181,238,234,292,473,376,274,67,5,0,2150,2150,98,155,191,135,258,465,341,326,156,24,1
인천광역시 강화군 길상면(2871033000),6315,6315,371,477,705,638,912,1328,940,619,280,44,1,3185,3185,184,238,405,375,473,669,480,272,73,16,0,3130,3130,187,239,300,263,439,659,460,347,207,28,1
인천광역시 강화군 화도면(2871034000),4337,4337,172,311,392,315,523,918,797,591,283,33,2,2193,2193,99,166,232,196,264,456,393,282,99,6,0,2144,2144,73,145,160,119,259,462,404,309,184,27,2
인천광역시 강화군 양도면(2871035000),3619,3619,130,309,323,266,468,693,636,556,208,27,3,1863,1863,74,167,204,158,266,354,301,255,79,4,1,1756,1756,56,142,119,108,202,339,335,301,129,23,2
인천광역시 강화군 내가면(2871036000),3138,3138,102,230,253,260,398,649,581,473,165,27,0,1535,1535,53,110,150,148,203,316,293,203,54,5,0,1603,1603,49,120,103,112,195,333,288,270,111,22,0
인천광역시 강화군 하점면(2871037000),4077,4077,169,254,333,341,451,719,786,748,240,35,1,2074,2074,93,152,201,192,254,352,376,368,79,7,0,2003,2003,76,102,132,149,197,367,410,380,161,28,1
인천광역시 강화군 양사면(2871038000),1928,1928,74,141,145,125,245,327,373,370,106,22,0,981,981,31,77,86,78,143,164,179,172,48,3,0,947,947,43,64,59,47,102,163,194,198,58,19,0
인천광역시 강화군 송해면(2871039000),3157,3157,121,234,274,254,387,546,606,528,187,18,2,1580,1580,56,117,170,157,225,271,295,219,64,6,0,1577,1577,65,117,104,97,162,275,311,309,123,12,2
인천광역시 강화군 교동면(2871040000),3086,3086,117,226,256,190,375,544,618,575,161,22,2,1548,1548,63,123,147,113,212,275,283,276,50,6,0,1538,1538,54,103,109,77,163,269,335,299,111,16,2
인천광역시 강화군 삼산면(2871041000),2307,2307,90,140,176,186,306,450,435,364,146,14,0,1174,1174,56,78,108,111,172,228,207,164,42,8,0,1133,1133,34,62,68,75,134,222,228,200,104,6,0
인천광역시 강화군 서도면(2871042000),385,385,11,28,21,19,43,85,67,76,32,3,0,178,178,5,9,13,10,23,38,36,33,10,1,0,207,207,6,19,8,9,20,47,31,43,22,2,0
인천광역시 강화군 서도면볼음출장소(2871042500),265,265,4,9,8,14,29,53,67,59,20,2,0,135,135,2,5,5,5,16,27,36,31,7,1,0,130,130,2,4,3,9,13,26,31,28,13,1,0
인천광역시 옹진군 (2872000000),19147,19147,1429,1463,2377,2481,2953,3464,2399,1705,772,99,5,10386,10386,700,805,1532,1512,1814,1888,1202,699,207,26,1,8761,8761,729,658,845,969,1139,1576,1197,1006,565,73,4
인천광역시 옹진군 북도면(2872031000),1306,1306,90,88,141,184,180,266,163,128,58,8,0,656,656,39,53,64,96,100,143,88,54,16,3,0,650,650,51,35,77,88,80,123,75,74,42,5,0
인천광역시 옹진군 북도면장봉출장소(2872031500),997,997,39,44,90,106,183,228,163,95,40,9,0,519,519,20,22,49,61,123,110,87,38,6,3,0,478,478,19,22,41,45,60,118,76,57,34,6,0
인천광역시 옹진군 백령면(2872033000),5125,5125,494,378,849,764,708,811,497,404,200,20,0,2820,2820,232,195,601,475,420,431,244,152,65,5,0,2305,2305,262,183,248,289,288,380,253,252,135,15,0
인천광역시 옹진군 대청면(2872034000),1242,1242,73,96,161,128,195,256,178,112,40,3,0,695,695,32,51,112,86,111,159,77,57,9,1,0,547,547,41,45,49,42,84,97,101,55,31,2,0
인천광역시 옹진군 대청면소청출장소(2872034500),246,246,2,17,33,22,27,40,51,33,21,0,0,148,148,1,12,32,19,17,25,23,15,4,0,0,98,98,1,5,1,3,10,15,28,18,17,0,0
인천광역시 옹진군 덕적면(2872035000),1916,1916,86,136,156,187,281,338,335,251,123,21,2,1002,1002,44,67,95,114,189,193,159,104,32,5,0,914,914,42,69,61,73,92,145,176,147,91,16,2
인천광역시 옹진군 영흥면(2872036000),5216,5216,417,475,562,701,877,957,642,391,167,24,3,2814,2814,216,282,310,414,527,520,331,167,42,4,1,2402,2402,201,193,252,287,350,437,311,224,125,20,2
인천광역시 옹진군 자월면(2872037000),1220,1220,69,96,96,107,191,225,205,162,65,4,0,629,629,32,54,57,62,121,117,104,66,16,0,0,591,591,37,42,39,45,70,108,101,96,49,4,0
인천광역시 옹진군 연평면(2872038000),1879,1879,159,133,289,282,311,343,165,129,58,10,0,1103,1103,84,69,212,185,206,190,89,46,17,5,0,776,776,75,64,77,97,105,153,76,83,41,5,0
광주광역시  (2900000000),1461368,1461368,152283,232204,202743,242743,250000,186705,108564,62296,20832,2744,254,724654,724654,79072,121051,103860,120912,125300,91329,51330,25335,5990,443,32,736714,736714,73211,111153,98883,121831,124700,95376,57234,36961,14842,2301,222
광주광역시 동구 (2911000000),101582,101582,6613,11550,15327,14849,14695,16047,12185,7530,2401,341,44,50765,50765,3439,5998,7927,8062,7696,7712,5674,3372,814,63,8,50817,50817,3174,5552,7400,6787,6999,8335,6511,4158,1587,278,36
광주광역시 동구 충장동(2911052500),5009,5009,172,384,728,707,739,987,781,378,114,17,2,2639,2639,82,194,362,428,408,503,411,204,42,5,0,2370,2370,90,190,366,279,331,484,370,174,72,12,2
광주광역시 동구 동명동(2911054500),5509,5509,276,517,915,827,750,826,727,474,172,23,2,2698,2698,138,260,484,433,430,365,310,218,60,0,0,2811,2811,138,257,431,394,320,461,417,256,112,23,2
광주광역시 동구 계림1동(2911056000),7838,7838,375,666,1280,1286,1117,1324,1061,538,164,23,4,4027,4027,191,365,613,731,626,685,515,243,56,2,0,3811,3811,184,301,667,555,491,639,546,295,108,21,4
광주광역시 동구 계림2동(2911057000),9218,9218,859,1226,1199,1409,1400,1305,976,633,186,25,0,4557,4557,445,649,621,717,733,614,428,275,68,7,0,4661,4661,414,577,578,692,667,691,548,358,118,18,0
광주광역시 동구 산수1동(2911059000),9006,9006,501,978,1384,1350,1336,1399,1106,698,223,27,4,4520,4520,263,509,680,778,723,683,509,290,75,10,0,4486,4486,238,469,704,572,613,716,597,408,148,17,4
광주광역시 동구 산수2동(2911060000),10905,10905,806,1381,1533,1534,1578,1643,1352,833,211,33,1,5356,5356,415,703,793,814,773,756,624,396,77,5,0,5549,5549,391,678,740,720,805,887,728,437,134,28,1
광주광역시 동구 지산1동(2911062000),5429,5429,354,599,961,867,774,789,567,377,120,16,5,2676,2676,196,299,483,482,385,358,266,168,33,3,3,2753,2753,158,300,478,385,389,431,301,209,87,13,2
광주광역시 동구 지산2동(2911063000),6304,6304,430,839,1071,916,937,869,650,444,126,21,1,3208,3208,230,440,577,509,487,422,289,211,41,2,0,3096,3096,200,399,494,407,450,447,361,233,85,19,1
광주광역시 동구 서남동(2911065500),4463,4463,170,416,927,643,595,726,539,325,101,16,5,2256,2256,77,191,486,377,325,354,253,148,42,2,1,2207,2207,93,225,441,266,270,372,286,177,59,14,4
광주광역시 동구 학동(2911068500),7010,7010,385,570,1025,1137,958,1187,938,561,215,25,9,3509,3509,202,302,546,649,543,573,413,207,67,5,2,3501,3501,183,268,479,488,415,614,525,354,148,20,7
광주광역시 동구 학운동(2911071000),13589,13589,961,1820,1860,1738,1892,2144,1623,1115,379,54,3,6621,6621,482,966,974,884,907,983,751,511,150,13,0,6968,6968,479,854,886,854,985,1161,872,604,229,41,3
광주광역시 동구 지원1동(2911073000),9144,9144,711,1268,1326,1276,1392,1487,959,537,169,19,0,4564,4564,386,643,730,639,704,717,465,231,46,3,0,4580,4580,325,625,596,637,688,770,494,306,123,16,0
광주광역시 동구 지원2동(2911074000),8158,8158,613,886,1118,1159,1227,1361,906,617,221,42,8,4134,4134,332,477,578,621,652,699,440,270,57,6,2,4024,4024,281,409,540,538,575,662,466,347,164,36,6
광주광역시 서구 (2914000000),302280,302280,30152,49953,42597,49048,53136,38768,21592,12215,4242,538,39,148744,148744,15759,26191,21680,23608,26142,18849,10299,4952,1180,80,4,153536,153536,14393,23762,20917,25440,26994,19919,11293,7263,3062,458,35
광주광역시 서구 양동(2914057500),5616,5616,226,544,756,770,781,937,910,517,157,12,6,2817,2817,125,284,400,433,419,452,426,227,46,4,1,2799,2799,101,260,356,337,362,485,484,290,111,8,5
광주광역시 서구 양3동(2914059000),5718,5718,532,594,881,1058,775,905,578,279,108,8,0,2862,2862,279,321,446,601,386,422,257,111,39,0,0,2856,2856,253,273,435,457,389,483,321,168,69,8,0
광주광역시 서구 농성1동(2914065000),8769,8769,566,781,1297,1482,1259,1357,1205,614,188,20,0,4412,4412,292,402,672,803,676,622,596,294,53,2,0,4357,4357,274,379,625,679,583,735,609,320,135,18,0
광주광역시 서구 농성2동(2914066000),5984,5984,298,706,1041,954,910,924,655,377,106,10,3,3095,3095,164,404,526,527,462,457,332,184,36,3,0,2889,2889,134,302,515,427,448,467,323,193,70,7,3
광주광역시 서구 광천동(2914073000),11305,11305,851,1457,1784,1748,1815,1650,1167,602,196,30,5,5742,5742,421,750,935,959,962,846,558,251,57,2,1,5563,5563,430,707,849,789,853,804,609,351,139,28,4
광주광역시 서구 유덕동(2914074000),12391,12391,1741,2136,1420,2534,2244,1071,662,421,142,20,0,6244,6244,911,1115,722,1232,1219,538,281,174,46,6,0,6147,6147,830,1021,698,1302,1025,533,381,247,96,14,0
광주광역시 서구 치평동(2914074500),31081,31081,3409,6109,4009,5061,6187,3265,1605,1103,302,31,0,15169,15169,1798,3199,1952,2302,2994,1667,729,425,98,5,0,15912,15912,1611,2910,2057,2759,3193,1598,876,678,204,26,0
광주광역시 서구 상무1동(2914075100),25405,25405,2402,3819,4480,4407,4297,3139,1730,816,275,38,2,12456,12456,1232,1962,2191,2148,2137,1495,870,350,66,5,0,12949,12949,1170,1857,2289,2259,2160,1644,860,466,209,33,2
광주광역시 서구 상무2동(2914075200),25779,25779,1771,3825,4046,3773,4181,3868,2466,1315,471,56,7,12630,12630,914,2022,2119,1958,2025,1815,1141,506,124,5,1,13149,13149,857,1803,1927,1815,2156,2053,1325,809,347,51,6
광주광역시 서구 화정1동(2914076000),16507,16507,1431,2094,2797,2906,2376,2303,1471,821,260,44,4,7948,7948,732,1052,1345,1495,1144,1025,715,349,84,6,1,8559,8559,699,1042,1452,1411,1232,1278,756,472,176,38,3
광주광역시 서구 화정2동(2914077000),15704,15704,1042,2612,2567,2132,2661,2566,1234,625,232,32,1,7903,7903,566,1454,1389,1091,1216,1253,623,245,59,7,0,7801,7801,476,1158,1178,1041,1445,1313,611,380,173,25,1
광주광역시 서구 화정3동(2914078000),12859,12859,964,2154,1920,1736,2116,2064,1086,567,221,30,1,6432,6432,526,1220,1025,858,998,972,537,232,58,6,0,6427,6427,438,934,895,878,1118,1092,549,335,163,24,1
광주광역시 서구 화정4동(2914079000),21941,21941,1908,3867,3388,2941,3728,3542,1397,799,330,39,2,10762,10762,1026,2048,1813,1397,1644,1693,708,320,103,10,0,11179,11179,882,1819,1575,1544,2084,1849,689,479,227,29,2
광주광역시 서구 서창동(2914080000),6482,6482,491,748,830,834,1059,1094,675,509,202,36,4,3379,3379,250,425,486,453,606,580,347,183,49,0,0,3103,3103,241,323,344,381,453,514,328,326,153,36,4
광주광역시 서구 금호1동(2914082100),25108,25108,2282,4573,3779,3358,4593,3668,1577,886,360,31,1,12008,12008,1221,2361,1915,1534,2086,1748,762,294,85,2,0,13100,13100,1061,2212,1864,1824,2507,1920,815,592,275,29,1
광주광역시 서구 금호2동(2914082400),29823,29823,4342,6185,3024,5233,6132,2564,1266,766,271,40,0,14546,14546,2211,3218,1533,2192,3103,1310,584,318,70,7,0,15277,15277,2131,2967,1491,3041,3029,1254,682,448,201,33,0
광주광역시 서구 풍암동(2914083000),41808,41808,5896,7749,4578,8121,8022,3851,1908,1198,421,61,3,20339,20339,3091,3954,2211,3625,4065,1954,833,489,107,10,0,21469,21469,2805,3795,2367,4496,3957,1897,1075,709,314,51,3
광주광역시 남구 (2915500000),217934,217934,18100,33684,31766,32010,34810,31752,20074,11307,3817,548,66,105908,105908,9327,17219,16082,16224,16588,14994,9544,4717,1117,86,10,112026,112026,8773,16465,15684,15786,18222,16758,10530,6590,2700,462,56
광주광역시 남구 양림동(2915551000),9596,9596,973,1100,1307,1634,1348,1320,1036,633,210,26,9,4604,4604,500,542,670,849,663,576,461,269,69,5,0,4992,4992,473,558,637,785,685,744,575,364,141,21,9
광주광역시 남구 방림1동(2915552000),8691,8691,790,1147,1326,1519,1231,1237,862,422,127,25,5,4225,4225,416,578,638,817,594,552,403,183,39,4,1,4466,4466,374,569,688,702,637,685,459,239,88,21,4
광주광역시 남구 방림2동(2915553000),11962,11962,813,1661,1801,1674,1734,1855,1382,737,268,33,4,5759,5759,416,828,921,874,818,854,657,314,74,3,0,6203,6203,397,833,880,800,916,1001,725,423,194,30,4
광주광역시 남구 봉선1동(2915553700),17044,17044,1297,2718,2580,2556,2835,2504,1371,836,309,37,1,8129,8129,641,1456,1256,1254,1317,1150,638,316,93,8,0,8915,8915,656,1262,1324,1302,1518,1354,733,520,216,29,1
광주광역시 남구 봉선2동(2915553800),29199,29199,2968,6246,3689,3528,5551,3878,1725,1133,414,65,2,13718,13718,1551,3136,1866,1492,2429,1872,791,437,134,10,0,15481,15481,1417,3110,1823,2036,3122,2006,934,696,280,55,2
광주광역시 남구 사직동(2915554500),6230,6230,262,556,925,937,994,1002,847,532,147,23,5,3224,3224,142,294,490,558,557,507,382,241,48,4,1,3006,3006,120,262,435,379,437,495,465,291,99,19,4
광주광역시 남구 월산동(2915560500),10587,10587,476,1102,1428,1508,1556,1716,1567,926,261,37,10,5411,5411,248,576,773,888,858,834,740,400,82,9,3,5176,5176,228,526,655,620,698,882,827,526,179,28,7
광주광역시 남구 월산4동(2915563000),11238,11238,727,1374,1848,1759,1732,1817,1203,611,147,17,3,5731,5731,374,723,961,1004,897,868,580,289,31,2,2,5507,5507,353,651,887,755,835,949,623,322,116,15,1
광주광역시 남구 월산5동(2915564000),8414,8414,528,987,1462,1264,1253,1466,884,420,133,14,3,4219,4219,261,525,747,717,621,693,436,180,37,1,1,4195,4195,267,462,715,547,632,773,448,240,96,13,2
광주광역시 남구 백운1동(2915567000),9673,9673,750,1218,1439,1460,1400,1522,1071,571,219,21,2,4718,4718,365,628,721,761,690,689,521,267,70,6,0,4955,4955,385,590,718,699,710,833,550,304,149,15,2
