행정구역,2022년07월_남_총인구수,2022년07월_남_연령구간인구수,2022년07월_남_0~9세,2022년07월_남_10~19세,2022년07월_남_20~29세,2022년07월_남_30~39세,2022년07월_남_40~49세,2022년07월_남_50~59세,2022년07월_남_60~69세,2022년07월_남_70~79세,2022년07월_남_80~89세,2022년07월_남_90~99세,2022년07월_남_100세 이상,2022년07월_여_총인구수,2022년07월_여_연령구간인구수,2022년07월_여_0~9세,2022년07월_여_10~19세,2022년07월_여_20~29세,2022년07월_여_30~39세,2022년07월_여_40~49세,2022년07월_여_50~59세,2022년07월_여_60~69세,2022년07월_여_70~79세,2022년07월_여_80~89세,2022년07월_여_90~99세,2022년07월_여_100세 이상
부산광역시 부산진구 가야제1동(2623071000),9476,9476,363,601,1580,1138,1403,1572,1608,910,291,10,0,9451,9451,372,583,1305,973,1145,1540,1853,1088,532,60,0
부산광역시 부산진구 가야제2동(2623072000),8095,8095,451,676,1069,934,1110,1327,1361,845,299,23,0,8577,8577,457,658,928,837,1144,1446,1668,969,406,62,2
부산광역시 부산진구 개금제1동(2623074000),8023,8023,552,482,1352,1331,1265,1211,1038,565,212,15,0,8665,8665,547,533,1681,1263,1166,1241,1194,654,350,35,1
부산광역시 부산진구 개금제2동(2623075000),5253,5253,246,389,791,577,720,884,940,507,192,7,0,5516,5516,270,395,675,477,694,953,1024,655,332,40,1
부산광역시 부산진구 개금제3동(2623076000),13630,13630,858,1143,1732,1568,1976,2348,2535,1080,358,31,1,14683,14683,791,1176,1553,1621,1967,2666,2792,1291,714,110,2
부산광역시 부산진구 범천제1동(2623077000),5768,5768,233,219,1101,1271,776,845,776,366,163,18,0,6492,6492,261,226,1482,1212,776,829,864,507,292,43,0
부산광역시 부산진구 범천제2동(2623078000),10188,10188,620,571,1149,1699,1561,1525,1788,925,326,24,0,10841,10841,596,501,1310,1598,1317,1633,2002,1148,649,83,4
부산광역시 동래구 (2626000000),133237,133237,10197,13175,16021,16565,21631,21199,19635,10864,3661,285,4,141532,141532,9660,12191,15054,16465,22483,22895,23135,12882,5825,917,25
부산광역시 동래구 수민동(2626051000),15498,15498,1192,1469,1878,2057,2478,2377,2286,1277,450,34,0,16486,16486,1169,1269,1680,2017,2489,2726,2792,1521,704,118,1
부산광역시 동래구 복산동(2626052000),4484,4484,143,295,519,448,583,775,932,545,228,16,0,4713,4713,126,257,408,351,510,814,1052,722,405,67,1
부산광역시 동래구 명륜동(2626054500),12669,12669,1333,1886,1251,1367,2519,1981,1318,739,256,19,0,13114,13114,1228,1540,1205,1575,2715,1970,1539,861,411,69,1
부산광역시 동래구 온천제1동(2626055000),10544,10544,614,625,1543,1900,1660,1682,1398,770,321,29,2,11855,11855,621,645,2021,1880,1763,1746,1596,1015,502,59,7
부산광역시 동래구 온천제2동(2626056000),11673,11673,1330,1159,1196,1642,1975,1636,1497,863,334,41,0,12640,12640,1421,1135,1065,1735,2064,1758,1781,1016,555,107,3
부산광역시 동래구 온천제3동(2626057000),18594,18594,1235,1454,2622,2574,2726,3020,2882,1511,528,42,0,19479,19479,1139,1280,2606,2432,2748,3336,3290,1812,734,100,2
부산광역시 동래구 사직제1동(2626058000),5017,5017,361,474,629,633,844,799,658,424,182,13,0,5452,5452,340,515,557,630,868,829,864,542,268,38,1
부산광역시 동래구 사직제2동(2626059000),12459,12459,1128,1904,1456,1102,2391,2162,1455,683,173,5,0,13429,13429,1096,2021,1309,1205,2839,2214,1583,794,305,61,2
부산광역시 동래구 사직제3동(2626060000),8481,8481,724,1066,906,829,1559,1303,1159,691,230,14,0,8719,8719,580,813,849,894,1573,1297,1424,873,369,46,1
부산광역시 동래구 안락제1동(2626074000),7015,7015,385,504,804,826,972,1169,1319,762,259,15,0,7174,7174,318,438,680,725,927,1189,1572,878,379,68,0
부산광역시 동래구 안락제2동(2626075000),12975,12975,879,1356,1566,1483,1964,2129,2116,1147,308,26,1,13745,13745,805,1303,1283,1440,2145,2414,2482,1238,546,86,3
부산광역시 동래구 명장제1동(2626076100),6742,6742,464,477,784,776,998,1071,1233,708,215,15,1,7225,7225,453,540,650,777,936,1234,1452,807,322,51,3
부산광역시 동래구 명장제2동(2626076200),7086,7086,409,506,867,928,962,1095,1382,744,177,16,0,7501,7501,364,435,741,804,906,1368,1708,803,325,47,0
부산광역시 남구 (2629000000),126545,126545,8015,11555,17661,14040,19896,20629,18970,11305,4198,271,5,132590,132590,7614,10979,15734,13162,19831,21226,22342,14215,6476,978,33
부산광역시 남구 대연제1동(2629051000),7992,7992,206,457,2033,1052,1033,1106,1009,735,341,20,0,7819,7819,207,482,1648,735,905,1101,1307,959,416,56,3
부산광역시 남구 대연제3동(2629053000),16052,16052,1246,1717,3419,1917,2673,2269,1591,860,338,21,1,16659,16659,1156,1633,3194,1909,2793,2435,1929,1040,471,97,2
부산광역시 남구 대연제4동(2629054000),5931,5931,487,462,590,784,982,873,922,597,216,18,0,6211,6211,475,406,521,751,866,916,1107,768,350,49,2
부산광역시 남구 대연제5동(2629055000),8119,8119,517,689,1336,950,1267,1244,1116,688,291,19,2,8824,8824,439,689,1501,925,1302,1253,1347,895,417,55,1
부산광역시 남구 대연제6동(2629056000),7247,7247,788,836,797,877,1352,1084,815,490,197,11,0,7803,7803,786,793,751,998,1413,1168,1024,578,247,43,2
부산광역시 남구 용호제1동(2629057000),20903,20903,1508,2509,2476,1752,3375,3819,3143,1646,621,54,0,22756,22756,1508,2446,2109,1937,3904,4096,3533,2081,961,175,6
부산광역시 남구 용호제2동(2629058000),8051,8051,613,903,837,773,1343,1289,1284,776,223,10,0,8457,8457,617,848,685,791,1397,1339,1506,858,347,68,1
부산광역시 남구 용호제3동(2629059000),5801,5801,214,426,673,579,799,989,1123,761,223,14,0,6226,6226,216,408,578,461,774,1055,1380,894,412,46,2
부산광역시 남구 용호제4동(2629060000),4071,4071,243,321,435,488,664,640,697,432,133,16,2,4353,4353,197,318,390,450,626,688,915,527,215,25,2
부산광역시 남구 용당동(2629061000),4116,4116,244,370,566,417,602,769,674,345,124,5,0,4063,4063,228,344,424,377,592,741,703,452,173,28,1
부산광역시 남구 감만제1동(2629062000),6131,6131,276,457,694,648,926,1034,1181,662,243,10,0,5880,5880,249,404,491,509,764,978,1244,820,374,45,2
부산광역시 남구 감만제2동(2629063000),3284,3284,128,244,351,315,503,595,571,409,159,9,0,3416,3416,130,197,273,261,445,517,738,576,252,27,0
부산광역시 남구 우암동(2629064500),6263,6263,288,468,647,609,941,1025,1212,804,257,12,0,6450,6450,225,413,529,524,803,999,1482,962,422,88,3
부산광역시 남구 문현제1동(2629068000),6477,6477,347,570,817,623,978,1212,1082,620,218,10,0,6778,6778,288,543,712,561,967,1230,1227,815,390,45,0
부산광역시 남구 문현제2동(2629069000),4169,4169,173,189,517,734,628,659,686,395,173,15,0,4259,4259,150,167,669,600,509,560,710,525,327,39,3
부산광역시 남구 문현제3동(2629070000),8073,8073,606,686,988,1133,1304,1315,1130,663,234,14,0,8518,8518,608,674,853,1046,1294,1423,1332,844,393,50,1
부산광역시 남구 문현제4동(2629071000),3865,3865,131,251,485,389,526,707,734,422,207,13,0,4118,4118,135,214,406,327,477,727,858,621,309,42,2
부산광역시 북구 (2632000000),138159,138159,9029,11515,18066,17541,19536,24156,24197,10582,3319,213,5,142109,142109,8526,10547,15913,15859,19563,27104,25238,12350,6050,933,26
부산광역시 북구 구포제1동(2632051000),8115,8115,442,375,1049,1258,1062,1436,1578,697,202,15,1,8066,8066,449,383,991,1062,896,1487,1613,759,372,52,2
부산광역시 북구 구포제2동(2632052000),12690,12690,627,872,1712,1652,1752,2319,2408,1021,318,9,0,12189,12189,567,785,1445,1328,1541,2440,2400,1102,508,69,4
부산광역시 북구 구포제3동(2632052100),9958,9958,387,750,1475,1047,1352,2031,1879,792,233,12,0,9362,9362,335,618,1151,789,1217,2039,1892,916,347,57,1
부산광역시 북구 금곡동(2632053000),18065,18065,975,1450,2181,1949,2365,3277,3575,1627,614,52,0,19306,19306,900,1366,1863,1684,2407,3775,3518,2171,1432,186,4
부산광역시 북구 화명제1동(2632054100),20039,20039,1888,2194,2733,2440,2940,3590,3050,961,235,8,0,20925,20925,1840,2061,2424,2618,3370,4309,2827,978,414,81,3
부산광역시 북구 화명제2동(2632054200),8292,8292,596,693,1237,1108,1053,1491,1370,551,179,12,2,8752,8752,561,661,1052,1035,1138,1836,1377,671,360,59,2
부산광역시 북구 화명제3동(2632054300),14299,14299,1154,1920,1963,1487,2310,2621,1685,808,320,31,0,14969,14969,1112,1733,1716,1589,2747,2784,1756,983,478,70,1
부산광역시 북구 덕천제1동(2632055000),5323,5323,169,244,696,684,662,925,1101,600,222,19,1,5530,5530,169,219,618,513,586,949,1270,735,406,62,3
부산광역시 북구 덕천제2동(2632056000),5875,5875,194,278,846,908,737,1042,1153,533,170,14,0,5931,5931,180,280,816,595,642,1090,1274,673,321,59,1
부산광역시 북구 덕천제3동(2632056100),5152,5152,189,337,668,588,766,877,990,557,170,10,0,5407,5407,171,281,608,474,633,924,1161,741,370,44,0
부산광역시 북구 만덕제1동(2632057100),8166,8166,742,542,810,1561,1210,1120,1389,628,163,1,0,8482,8482,696,473,848,1449,1149,1369,1497,699,259,42,1
부산광역시 북구 만덕제2동(2632057200),13241,13241,1103,1179,1551,1759,2060,2050,2232,1023,267,16,1,13762,13762,1036,1104,1432,1684,2024,2322,2521,1080,465,93,1
부산광역시 북구 만덕제3동(2632057300),8944,8944,563,681,1145,1100,1267,1377,1787,784,226,14,0,9428,9428,510,583,949,1039,1213,1780,2132,842,318,59,3
부산광역시 해운대구 (2635000000),187632,187632,13291,18638,23350,21514,29922,32640,28429,14248,5162,420,18,203150,203150,12460,17584,21372,22345,32768,36220,31950,17738,9199,1474,40
부산광역시 해운대구 우제1동(2635051000),10416,10416,573,762,1357,1389,1515,1775,1661,1006,351,26,1,11558,11558,591,741,1412,1368,1680,2025,1975,1164,507,94,1
부산광역시 해운대구 우제2동(2635052000),14518,14518,1406,1584,1643,1633,2376,2550,1901,1013,383,29,0,16056,16056,1301,1470,1569,1951,2804,2854,2197,1179,614,112,5
부산광역시 해운대구 우제3동(2635052500),13484,13484,1429,1591,1365,1363,2340,2188,1898,922,356,30,2,15019,15019,1355,1563,1225,1804,2703,2576,2146,1037,516,93,1
부산광역시 해운대구 중제1동(2635053000),13363,13363,1148,1302,1674,1656,2279,2351,1688,882,351,31,1,14473,14473,1015,1237,1645,1873,2548,2551,1926,1069,532,74,3
부산광역시 해운대구 중제2동(2635054000),7547,7547,583,649,790,1046,1301,1310,1171,510,166,19,2,8279,8279,625,550,758,1081,1392,1482,1402,642,276,65,6
부산광역시 해운대구 좌제1동(2635055100),8280,8280,538,1015,1211,989,1285,1534,1017,415,237,37,2,9542,9542,540,910,1374,1105,1705,1695,1055,656,452,49,1
부산광역시 해운대구 좌제2동(2635055200),14604,14604,992,1347,2281,2121,2098,2493,2007,820,399,44,2,17033,17033,907,1342,2465,2316,2630,3172,2204,1182,700,114,1
부산광역시 해운대구 좌제3동(2635055300),7453,7453,501,853,998,794,1040,1333,1107,519,276,32,0,8395,8395,492,800,795,833,1289,1591,1272,733,503,86,1
부산광역시 해운대구 좌제4동(2635055400),10853,10853,854,1426,1427,1145,1654,2006,1444,583,292,20,2,12006,12006,742,1392,1306,1281,2118,2291,1482,811,502,78,3
부산광역시 해운대구 송정동(2635056000),4697,4697,243,276,573,606,693,770,883,475,169,9,0,5063,5063,203,217,482,536,628,899,1095,587,349,65,2
부산광역시 해운대구 반여제1동(2635057000),16664,16664,1173,2043,2144,1625,2668,3083,2417,1138,339,33,1,17200,17200,1107,1883,1817,1700,3100,3154,2451,1263,620,102,3
부산광역시 해운대구 반여제2동(2635058000),6003,6003,211,298,706,796,880,1059,1151,666,221,15,0,6391,6391,238,258,563,625,730,1167,1385,917,451,56,1
부산광역시 해운대구 반여제3동(2635059000),4085,4085,100,225,490,441,544,791,851,461,175,7,0,4240,4240,76,198,396,280,463,781,1023,637,342,44,0
부산광역시 해운대구 반여제4동(2635059500),7744,7744,617,745,981,914,1264,1319,1223,559,116,6,0,7966,7966,553,738,829,919,1234,1523,1344,542,244,40,0
부산광역시 해운대구 반송제1동(2635061000),6760,6760,151,327,803,624,932,1323,1380,843,361,16,0,6747,6747,160,319,633,412,686,1174,1461,1208,606,85,3
부산광역시 해운대구 반송제2동(2635062000),11047,11047,400,682,1198,964,1581,1923,2452,1361,452,31,3,11709,11709,351,611,933,794,1286,1987,2713,1898,976,155,5
부산광역시 해운대구 재송제1동(2635065000),18368,18368,1826,2558,2117,1972,3620,2833,2063,1080,281,17,1,19081,19081,1693,2405,1901,2210,3997,2871,2334,1139,445,84,2
부산광역시 해운대구 재송제2동(2635066000),11746,11746,546,955,1592,1436,1852,1999,2115,995,237,18,1,12392,12392,511,950,1269,1257,1775,2427,2485,1074,564,78,2
부산광역시 사하구 (2638000000),151431,151431,9054,12512,19882,18375,22799,25865,25847,12877,3941,277,2,153152,153152,8544,11737,17082,16213,21526,26765,28191,14936,7013,1126,19
부산광역시 사하구 괴정제1동(2638051000),9155,9155,491,770,1086,1071,1271,1482,1592,1025,338,29,0,9971,9971,433,720,996,957,1303,1751,1931,1147,624,104,5
부산광역시 사하구 괴정제2동(2638052000),7567,7567,498,603,843,913,1194,1231,1273,788,216,8,0,8000,8000,482,636,794,829,1183,1227,1514,889,389,56,1
부산광역시 사하구 괴정제3동(2638053000),5821,5821,244,368,671,727,807,963,1145,643,232,21,0,6359,6359,213,336,623,659,705,1077,1417,865,416,48,0
부산광역시 사하구 괴정제4동(2638054000),5832,5832,364,442,737,645,847,957,1023,600,208,9,0,6138,6138,313,456,607,590,870,1047,1260,654,285,55,1
부산광역시 사하구 당리동(2638055000),12694,12694,705,1142,1636,1430,1844,2082,2286,1190,353,26,0,13278,13278,660,1045,1476,1292,1861,2467,2553,1237,591,96,0
부산광역시 사하구 하단제1동(2638056100),10644,10644,534,798,1811,1546,1505,1655,1699,817,267,12,0,10659,10659,518,782,1611,1227,1395,1826,1878,932,411,79,0
부산광역시 사하구 하단제2동(2638056200),12672,12672,696,958,2842,1714,1762,1900,1700,805,274,20,1,12601,12601,600,957,2328,1415,1661,2088,2046,1021,424,59,2
부산광역시 사하구 신평제1동(2638057100),8505,8505,515,557,905,1058,1317,1601,1561,758,223,10,0,8015,8015,485,491,741,846,1071,1379,1622,896,425,58,1
부산광역시 사하구 신평제2동(2638057200),8848,8848,627,729,1142,1352,1379,1468,1408,582,146,15,0,8824,8824,585,679,1076,1202,1263,1622,1521,580,243,53,0
부산광역시 사하구 장림제1동(2638058000),5458,5458,404,488,544,681,1061,957,788,416,114,5,0,5082,5082,385,454,435,625,825,776,834,519,204,25,0
부산광역시 사하구 장림제2동(2638059000),13729,13729,855,1240,1730,1791,2245,2354,2234,1018,250,12,0,13279,13279,777,1132,1521,1457,2100,2357,2321,1119,437,57,1
부산광역시 사하구 다대제1동(2638060100),19039,19039,1292,1973,2285,1972,2973,3475,3177,1415,433,44,0,19048,19048,1261,1787,1804,1950,3028,3467,3097,1649,866,137,2
부산광역시 사하구 다대제2동(2638060200),13092,13092,723,1152,1667,1214,1814,2483,2592,1067,345,35,0,13588,13588,745,1083,1296,1170,1932,2564,2587,1347,727,136,1
부산광역시 사하구 구평동(2638061000),6553,6553,701,543,692,1174,1110,997,865,389,78,4,0,6318,6318,643,443,669,1102,975,977,946,384,143,33,3
부산광역시 사하구 감천제1동(2638062000),8886,8886,360,643,1020,876,1272,1616,1860,943,278,18,0,9180,9180,376,633,908,744,1100,1700,2051,1114,480,74,0
부산광역시 사하구 감천제2동(2638063000),2936,2936,45,106,271,211,398,644,644,421,186,9,1,2812,2812,68,103,197,148,254,440,613,583,348,56,2
부산광역시 금정구 (2641000000),109328,109328,5787,8612,16602,12323,15178,18253,18438,10195,3662,273,5,114385,114385,5515,8177,14119,11044,15260,19812,21069,12272,6133,957,27
부산광역시 금정구 서제1동(2641051000),2653,2653,39,115,251,256,400,507,613,340,128,4,0,2477,2477,33,99,198,130,253,439,647,408,238,32,0
부산광역시 금정구 서제2동(2641052000),4499,4499,136,210,538,470,565,853,1048,533,135,11,0,4498,4498,125,212,456,406,481,835,1106,587,256,34,0
부산광역시 금정구 서제3동(2641053000),5484,5484,155,239,618,614,696,1032,1218,657,242,13,0,5495,5495,149,232,497,453,561,1037,1321,834,360,50,1
부산광역시 금정구 금사회동동(2641055500),4053,4053,124,160,388,405,538,752,996,535,148,7,0,3659,3659,93,157,309,304,350,677,933,554,248,33,1
부산광역시 금정구 부곡제1동(2641057000),3930,3930,146,219,404,433,573,674,771,532,165,13,0,4203,4203,118,209,344,332,454,665,952,722,364,43,0
부산광역시 금정구 부곡제2동(2641058000),8467,8467,485,764,1277,975,1219,1459,1302,706,255,25,0,9304,9304,429,745,1259,931,1364,1636,1549,865,452,72,2
부산광역시 금정구 부곡제3동(2641059000),7428,7428,481,645,1064,964,1065,1248,1125,603,211,22,0,8064,8064,490,659,965,870,1169,1371,1393,685,393,68,1
부산광역시 금정구 부곡제4동(2641059100),6035,6035,236,402,755,707,846,1011,1146,702,222,8,0,6490,6490,223,328,642,618,785,1153,1460,872,361,46,2
부산광역시 금정구 장전제1동(2641060000),9361,9361,352,617,3411,1114,1102,1075,920,529,226,15,0,8617,8617,388,630,2490,795,1018,1118,1102,691,329,54,2
부산광역시 금정구 장전제2동(2641061000),12657,12657,1228,1365,1631,1612,2269,1727,1514,900,383,27,1,13564,13564,1122,1123,1485,1722,2379,1938,1898,1173,589,131,4
부산광역시 금정구 선두구동(2641063500),1212,1212,40,49,101,125,117,235,317,151,70,7,0,1078,1078,24,39,90,73,92,216,251,174,102,16,1
부산광역시 금정구 청룡노포동(2641066500),4771,4771,242,350,546,499,558,803,893,612,242,26,0,5003,5003,224,322,401,455,597,906,1054,670,329,43,2
부산광역시 금정구 남산동(2641067000),13627,13627,513,925,2260,1473,1654,2472,2449,1324,521,34,2,14302,14302,474,894,1956,1239,1649,2702,2756,1680,827,121,4
부산광역시 금정구 구서제1동(2641068000),9175,9175,605,911,1202,1059,1387,1596,1437,731,236,11,0,10221,10221,589,964,1128,1077,1556,1894,1658,815,475,64,1
부산광역시 금정구 구서제2동(2641069000),15488,15488,985,1572,2121,1584,2117,2730,2580,1281,468,48,2,16885,16885,1003,1514,1863,1606,2469,3154,2878,1482,767,143,6
부산광역시 금정구 금성동(2641070000),488,488,20,69,35,33,72,79,109,59,10,2,0,525,525,31,50,36,33,83,71,111,60,43,7,0
부산광역시 강서구 (2644000000),74610,74610,9900,6922,6787,13230,15102,9034,8718,3750,1067,97,3,69461,69461,9305,6637,5743,12749,12175,8164,8633,3757,1904,384,10
부산광역시 강서구 대저1동(2644051000),3527,3527,74,138,319,332,398,654,923,522,152,15,0,2890,2890,81,118,233,218,246,470,718,496,254,55,1
부산광역시 강서구 대저2동(2644052000),3959,3959,236,253,529,549,545,590,751,363,137,6,0,3067,3067,216,207,278,373,356,415,614,343,215,49,1
부산광역시 강서구 강동동(2644053000),2226,2226,44,57,191,187,209,410,705,326,87,10,0,1935,1935,32,49,104,134,125,333,602,333,184,38,1
부산광역시 강서구 명지1동(2644053500),26991,26991,4872,2488,2209,6103,5898,2385,2044,787,187,17,1,26820,26820,4716,2571,2270,6423,4912,2479,2255,772,347,73,2
부산광역시 강서구 명지2동(2644054500),15138,15138,2400,2371,1201,1919,3568,1816,1249,473,123,17,1,15199,15199,2199,2218,1161,2337,3485,1721,1377,471,194,36,0
부산광역시 강서구 가락동(2644055000),1241,1241,20,37,85,116,120,243,323,219,72,6,0,1080,1080,19,27,72,67,66,179,294,200,133,21,2
부산광역시 강서구 녹산동(2644056000),19368,19368,2190,1512,2051,3792,4074,2522,2177,806,224,20,0,16549,16549,1987,1373,1508,3053,2814,2194,2221,894,425,78,2
부산광역시 강서구 가덕도동(2644058000),2160,2160,64,66,202,232,290,414,546,254,85,6,1,1921,1921,55,74,117,144,171,373,552,248,152,34,1
